url,title,pubdate,tags
https://www.england.nhs.uk/2017/11/live-stream-board-meeting-30-nov/,Watch the live video stream of NHS England’s Board meeting,2017-11-29,board-meeting
https://www.england.nhs.uk/2017/11/cold-weather-alert-level-2-cold-weather-action/,Cold weather alert: level 3 – cold weather action,2017-11-29,winter-news
https://www.england.nhs.uk/2017/11/nhs-england-board-meeting-30-november-2017/,NHS England Board meeting – 30 November 2017,2017-11-29,board-meeting
https://www.england.nhs.uk/2017/11/super-spreader-children-should-get-flu-vaccination-to-protect-grandparents-at-christmas/,Health experts say “super-spreader” children should get flu vaccination to protect grandparents at Christmas,2017-11-27,"medicine,winter-news"
https://www.england.nhs.uk/2017/11/cold-weather-alert-level-2-alert-and-readiness/,Cold weather alert: level 2 – alert and readiness,2017-11-27,winter-news
https://www.england.nhs.uk/2017/11/cold-weather-alert-54/,Cold weather alert: level 2 – alert and readiness,2017-11-24,winter-news
https://www.england.nhs.uk/2017/11/app-that-helps-pregnant-women-monitor-hypertension-among-new-nhs-innovations-that-will-save-lives-and-improve-treatment/,App that helps pregnant women monitor hypertension among new NHS innovations that will save lives and improve treatment,2017-11-22,"innovation,maternity,nursing-midwifery-care"
https://www.england.nhs.uk/2017/11/nhs-england-action-to-save-lives-by-catching-more-cancers-early/,NHS England action to save lives by catching more cancers early,2017-11-21,"cancer,innovation"
https://www.england.nhs.uk/2017/11/nhs-england-announces-plans-to-break-down-barriers-for-research/,NHS England announces plans to break down barriers for research,2017-11-21,"cancer,innovation"
https://www.england.nhs.uk/2017/11/black-and-ethnic-minority-cancer-patients-patients-encouraged-to-give-feedback-on-their-nhs-care/,Black and ethnic minority cancer patients encouraged to give feedback on their NHS care,2017-11-21,"cancer,equality-diversity,patient-care"
https://www.england.nhs.uk/2017/11/thousands-of-people-set-to-access-diabetes-and-obesity-prevention-services-through-the-touch-of-a-button/,Thousands of people set to access diabetes and obesity prevention services through the touch of a button,2017-11-14,"diabetes,digital,innovation,obesity"
https://www.england.nhs.uk/2017/11/nhs-england-announces-new-national-medical-director/,NHS England announces new National Medical Director,2017-11-13,about-us
https://www.england.nhs.uk/2017/11/encouraging-people-to-embrace-self-care-for-life/,Encouraging people to embrace self care for life,2017-11-13,"new-care-models,nursing-midwifery-care,self-care"
https://www.england.nhs.uk/2017/11/nhs-england-strikes-new-deals-to-make-two-new-innovative-treatments-available-routinely-on-the-nhs/,NHS England strikes new deals to make two new innovative treatments available routinely on the NHS,2017-11-09,"cancer,ltc,medicine"
https://www.england.nhs.uk/2017/11/nhs-england-prevent-mental-health-guidance-and-new-e-learning-package-now-available/,NHS England Prevent Mental Health Guidance and new e-Learning package now available,2017-11-02,"mental-health,safeguarding"
https://www.england.nhs.uk/2017/10/nhs-england-launches-first-leadership-training-programme-for-hundreds-of-community-pharmacists-and-technicians/,NHS England launches first leadership training programme for hundreds of community pharmacists and technicians,2017-10-31,pharmacy
https://www.england.nhs.uk/2017/10/national-report-to-ministers-on-the-responsible-officer-regulations-and-medical-revalidation/,National Report to Ministers on the Responsible Officer Regulations and Medical Revalidation,2017-10-27,"gp,revalidation"
https://www.england.nhs.uk/2017/10/what-does-becoming-a-multispecialty-community-provider-mean-for-gps/,What does becoming a multispecialty community provider mean for GPs?,2017-10-27,"new-care-models,vanguards"
https://www.england.nhs.uk/2017/10/new-technology-earlier-diagnosis-and-better-coordination-of-care-in-cancer/,"New technology, earlier diagnosis and better coordination of care in cancer",2017-10-18,cancer
https://www.england.nhs.uk/2017/10/nhs-targets-super-sized-chocolate-bars-in-battle-against-obesity-diabetes-and-tooth-decay/,"NHS targets super-sized chocolate bars in battle against obesity, diabetes and tooth-decay",2017-10-16,"diabetes,obesity,oral-health"
https://www.england.nhs.uk/2017/10/nhs-leaders-unveil-action-to-boost-flu-vaccination-and-manage-winter-pressures/,NHS leaders unveil action to boost flu vaccination and manage winter pressures,2017-10-12,"medicine,winter-news"
https://www.england.nhs.uk/2017/10/half-of-adults-aged-55-and-over-have-experienced-common-mental-health-problems-say-age-uk/,"Half of adults aged 55 and over have experienced common mental health problems, say Age UK",2017-10-06,"mental-health,older-people"
https://www.england.nhs.uk/2017/10/nhs-england-appoints-senior-local-government-leader-as-national-learning-disability-director/,NHS England appoints senior local government leader as National Learning Disability Director,2017-10-05,"about-us,learning-disability"
https://www.england.nhs.uk/2017/10/videos-of-the-nhs-england-board-meeting-28-september-2017/,Video of the NHS England Board meeting – 28 September 2017,2017-10-04,board-meeting
https://www.england.nhs.uk/2017/10/new-guidance-for-community-pharmacies-claiming-quality-payments/,New guidance for community pharmacies claiming quality payments,2017-10-02,"comm,pharmacy"
https://www.england.nhs.uk/2017/09/home-testing-kits-that-detect-bowel-cancer-could-almost-halve-invasive-examinations-by-2020/,Home-testing kits that detect bowel cancer could almost halve invasive examinations by 2020,2017-09-29,cancer
https://www.england.nhs.uk/2017/09/nhs-england-to-help-tackle-rising-costs-og-gp-indemnity-with-10-million-boost/,NHS England to help tackle rising costs of GP indemnity with £10 million boost,2017-09-28,gp
https://www.england.nhs.uk/2017/09/video-stream-board-meeting-280917/,Watch the live video stream of NHS England’s Board meeting,2017-09-27,board-meeting
https://www.england.nhs.uk/2017/09/nhs-england-board-meeting-28-september-2017/,NHS England Board meeting – 28 September 2017,2017-09-26,board-meeting
https://www.england.nhs.uk/2017/09/nhs-england-comments-on-ucl-and-national-childrens-bureau-report-on-young-peoples-depression/,NHS England comments on UCL and National Children’s Bureau report on young people’s depression,2017-09-20,"cyp,mental-health"
https://www.england.nhs.uk/2017/09/practical-guide-for-large-scale-change-launched/,Practical guide for large scale change launched,2017-09-13,"expo,nursing-midwifery-care"
https://www.england.nhs.uk/2017/09/special-award-for-manchester-and-london-nhs-terror-attack-heroes/,Special Award for Manchester and London NHS terror attack heroes,2017-09-12,expo
https://www.england.nhs.uk/2017/09/new-quality-of-life-measure-for-recovering-cancer-patients/,New quality of life measure for recovering cancer patients,2017-09-12,"cancer,expo,patient-care"
https://www.england.nhs.uk/2017/09/nhs-launches-new-drive-to-save-thousands-of-people-from-heart-attacks-and-strokes/,NHS launches new drive to save thousands of people from heart attacks and strokes,2017-09-12,"expo,heart-disease,rightcare,stp"
https://www.england.nhs.uk/2017/09/nurses-play-vital-role-in-improving-lives-of-millions/,Nurses play vital role in improving lives of millions,2017-09-12,"expo,learning-disability,mental-health,nursing-midwifery-care"
https://www.england.nhs.uk/2017/09/national-medical-director-launches-campaign-to-involve-young-people-in-nhs-70th-birthday-year/,National Medical Director launches campaign to involve young people in NHS’ 70th birthday year,2017-09-12,"cyp,expo,get-involved,volunteer"
https://www.england.nhs.uk/2017/09/as-nhs-approaches-70-it-is-time-to-unleash-the-potential-of-innovation-to-transform-patient-care-says-simon-stevens/,"As NHS approaches 70 it is time to unleash the potential of innovation to transform patient care, says Simon Stevens",2017-09-12,"comm,specialised-commissioning"
https://www.england.nhs.uk/2017/09/ambulance-services-begin-new-response-times/,Ambulance services begin new response times,2017-09-11,"expo,uec"
https://www.england.nhs.uk/2017/09/nhs-england-launches-practical-guides-to-help-people-with-disabilities-access-gp-online-services/,NHS England launches practical guides to help people with disabilities access GP online services,2017-09-11,"digital,expo,learning-disability"
https://www.england.nhs.uk/2017/09/watch-the-live-stream-of-nhs-englands-annual-general-meeting-2017/,Watch the live stream of NHS England’s Annual General Meeting 2017,2017-09-11,"about-us,board-meeting"
https://www.england.nhs.uk/2017/09/chief-dental-officer-urges-profession-to-give-their-views-in-nationwide-survey/,Chief Dental Officer urges profession to give their views in nationwide survey,2017-09-11,"expo,oral-health"
https://www.england.nhs.uk/2017/09/the-future-is-here-its-just-not-evenly-distributed-yet/,The future is here – it’s just not evenly distributed yet!,2017-09-11,"digital,expo,new-care-models,vanguards"
https://www.england.nhs.uk/2017/09/mayor-andy-burnham-pays-tribute-to-heroic-nhs-staff-as-expo-2017-opens-in-manchester/,Mayor Andy Burnham pays tribute to “heroic” NHS staff as Expo 2017 opens in Manchester,2017-09-11,"expo,workforce"
https://www.england.nhs.uk/2017/09/nasa-meets-hollywood-as-new-technology-helps-tackle-nhs-fraility-in-older-people/,NASA meets Hollywood as new technology helps tackle NHS fraility in older people,2017-09-09,"gp,older-people"
https://www.england.nhs.uk/2017/09/terror-victims-warned-beware-of-social-media-trolls/,Terror victims warned: beware of social media trolls,2017-09-09,digital
https://www.england.nhs.uk/2017/09/nhs-commits-to-better-care-for-expectant-and-new-mums-with-mental-health/,NHS commits to better care for expectant and new mums with mental health,2017-09-08,"maternity,mental-health,nursing-midwifery-care"
https://www.england.nhs.uk/2017/09/chief-dental-officer-will-set-out-the-clear-and-compelling-economic-case-for-oral-health-at-expo-2017/,Chief Dental Officer will set out the “clear and compelling” economic case for oral health at Expo 2017,2017-09-05,"expo,oral-health"
https://www.england.nhs.uk/2017/08/new-help-for-acid-attack-victims-following-recent-rise-in-demand-for-nhs-help/,New help for ‘acid attack’ victims following recent rise in demand for NHS help,2017-08-31,patient-care
https://www.england.nhs.uk/2017/08/third-host-announced-for-expo-2017/,Third host announced for Expo 2017,2017-08-30,expo
https://www.england.nhs.uk/2017/08/nhs-england-announces-inspiring-female-healthcare-scientists-to-join-2017-fellowship-programme/,NHS England announces inspiring female healthcare scientists to join 2017 fellowship programme,2017-08-30,healthcare-science
https://www.england.nhs.uk/2017/08/heres-the-news-gavin-and-jenny-to-host-expo-2017/,Here’s the news: Gavin and Jenny to host Expo 2017,2017-08-23,expo
https://www.england.nhs.uk/2017/08/international-nhs-competition-sets-out-the-winning-design-for-life/,International NHS competition sets out the winning design for life,2017-08-22,innovation
https://www.england.nhs.uk/2017/08/gp-numbers-set-to-receive-major-boost-as-nhs-england-acts-to-expand-international-recruitment/,GP numbers set to receive major boost as NHS England acts to expand international recruitment,2017-08-22,gp
https://www.england.nhs.uk/2017/08/nhs-whistleblowers-scheme/,New scheme launched to help NHS whistleblowers,2017-08-21,"whistleblowing,workforce"
https://www.england.nhs.uk/2017/08/nhs-digital-launches-e-nursing-week-campaign/,NHS Digital launches e-nursing week campaign,2017-08-21,nursing-midwifery-care
https://www.england.nhs.uk/2017/08/expo-to-hear-of-nhs-terror-attack-lessons/,Expo to hear of NHS terror attack lessons,2017-08-21,expo
https://www.england.nhs.uk/2017/08/chief-nurse-to-lead-nhs-englands-london-team/,Chief nurse to lead NHS England’s London team,2017-08-18,"about-us,nursing-midwifery-care"
https://www.england.nhs.uk/2017/08/mutiny-doctor-to-feature-at-expo-2017/,Mutiny doctor to feature at Expo 2017,2017-08-16,expo
https://www.england.nhs.uk/2017/08/shortlist-of-nine-inspirational-nominations-for-kate-granger-awards/,Shortlist of nine inspirational nominations for Kate Granger Awards,2017-08-14,"expo,nursing-midwifery-care"
https://www.england.nhs.uk/2017/08/what-next-for-englands-ambulance-services/,What next for England’s ambulance services?,2017-08-11,"expo,uec"
https://www.england.nhs.uk/2017/08/hundreds-more-people-surviving-heart-failure-independent-study-finds/,"Hundreds more people surviving heart failure, independent study finds",2017-08-10,"heart-disease,patient-care"
https://www.england.nhs.uk/2017/08/nurses-have-the-ability-to-transform-future-care/,Expo spotlights nursing for the future,2017-08-09,"expo,nursing-midwifery-care"
https://www.england.nhs.uk/2017/08/nhs-england-announces-worlds-largest-single-prep-implementation-trial-to-prevent-hiv-infection/,NHS England announces world’s largest single PrEP implementation trial to prevent HIV infection,2017-08-03,"medicine,specialised-commissioning"
https://www.england.nhs.uk/2017/08/top-speakers-lined-up-for-expo-2017/,Top speakers lined up for Expo 2017,2017-08-02,expo
https://www.england.nhs.uk/2017/08/mental-health-workforce-plan/,Mental health workforce plan,2017-08-02,mental-health
https://www.england.nhs.uk/2017/08/new-academy-to-train-digital-healthcare-leaders/,Top universities will host new Academy to train digital healthcare leaders of the future,2017-08-01,"digital,innovation"
https://www.england.nhs.uk/2017/07/videos-of-the-nhs-england-board-meeting-21-july-2017/,Videos of the NHS England Board meeting – 21 July 2017,2017-07-27,board-meeting
https://www.england.nhs.uk/2017/07/10-point-plan-sets-out-actions-to-deliver-general-practice-nursing-workforce-for-the-future/,10 point plan sets out actions to deliver General Practice Nursing workforce for the future,2017-07-27,"gp,nursing-midwifery-care"
https://www.england.nhs.uk/2017/07/medicine-consultation/,"NHS England launches action plan to drive out wasteful and ineffective drug prescriptions, saving NHS over £190 million a year",2017-07-21,"efficiencies,medicine"
https://www.england.nhs.uk/2017/07/cancer-patient-survey/,National survey shows cancer patients feel increasingly positive about their NHS care,2017-07-21,cancer
https://www.england.nhs.uk/2017/07/video-stream-board-meeting-210717/,Watch the live video stream of NHS England’s Board meeting,2017-07-20,board-meeting
https://www.england.nhs.uk/2017/07/nhs-england-annual-report-and-accounts-for-201617/,NHS England Annual Report and Accounts for 2016/17,2017-07-19,annual-report
https://www.england.nhs.uk/2017/07/nhs-england-board-meeting-21-july-2017/,NHS England Board meeting – 21 July 2017,2017-07-19,board-meeting
https://www.england.nhs.uk/2017/07/patients-to-benefit-from-325-million-investment-in-nhs-transformation-projects/,Patients to benefit from £325 million investment in NHS transformation projects,2017-07-19,stp
https://www.england.nhs.uk/2017/07/uk-health-system-comes-out-on-top-in-new-report/,UK health system comes out on top in new report,2017-07-14,about-us
https://www.england.nhs.uk/2017/07/new-ambulance-service-standards-announced/,New ambulance service standards announced,2017-07-13,uec
https://www.england.nhs.uk/2017/07/entrepreneur-scheme-for-innovative-doctors-extended/,Entrepreneur scheme for innovative doctors extended to healthcare scientists and dentists,2017-07-10,"healthcare-science,innovation,oral-health"
https://www.england.nhs.uk/2017/07/mental-health-care-for-people-affected-by-terror-attacks/,NHS issues advice on mental health care for people affected by terror attacks and Grenfell,2017-07-06,"gp,mental-health"
https://www.england.nhs.uk/2017/07/8-out-of-10-patients-are-positive-about-gps-new-survey/,8 out of 10 patients are positive about GPs – new survey,2017-07-06,gp
https://www.england.nhs.uk/2017/07/nhs-patients-with-rare-bone-disease-to-benefit-from-potentially-life-transforming-drug/,NHS patients with rare bone disease to benefit from potentially life-transforming drug due to “first of a kind” agreement between NHS England and the manufacturer,2017-07-05,"medicine,specialised-commissioning"
https://www.england.nhs.uk/2017/07/chief-nurse-backs-stomp-it-out-drugs-campaign/,Chief Nurse backs stomp it out drugs campaign,2017-07-04,"learning-disability,medicine"
https://www.england.nhs.uk/2017/06/send-us-your-compassionate-care-award-entries/,Send us your compassionate care award entries!,2017-06-28,"expo,nursing-midwifery-care"
https://www.england.nhs.uk/2017/06/nhs-englands-chief-scientific-officers-knowledge-transfer-partnership-winners-announced/,NHS England’s Chief Scientific Officer’s Knowledge Transfer Partnership winners announced,2017-06-27,"healthcare-science,innovation"
https://www.england.nhs.uk/2017/06/new-sites-to-redesign-mental-health-services/,NHS England announces new sites to redesign mental health services and cut out of area placements,2017-06-23,"mental-health,new-care-models,vanguards"
https://www.england.nhs.uk/2017/06/state-of-the-art-cancer-treating-cyclotron-arrives/,State of the art cancer-treating cyclotron arrives at UK’s first high energy proton beam centre at The Christie,2017-06-23,cancer
https://www.england.nhs.uk/2017/06/international-search-for-ground-breaking-patient-care-innovations/,NHS England kicks off international search for ground-breaking patient-care innovations,2017-06-23,"gp,innovation,mental-health,patient-care,primary-care"
https://www.england.nhs.uk/2017/06/what-on-earth-is-a-vanguard/,What on earth is a vanguard?,2017-06-22,"new-care-models,stp,vanguards"
https://www.england.nhs.uk/2017/06/heat-health-watch-alert-10/,Heat-health watch alert: level 1 – summer preparedness,2017-06-22,heat-alert
https://www.england.nhs.uk/2017/06/first-chief-allied-health-professions-officer-awards-launched/,First Chief Allied Health Professions Officer Awards launched,2017-06-21,"ahp,event"
https://www.england.nhs.uk/2017/06/heat-health-watch-alert-9/,Heat-health watch alert: level 3 – heatwave action,2017-06-20,heat-alert
https://www.england.nhs.uk/2017/06/nhs-england-to-invest-in-building-the-right-support-for-people-with-a-learning-disability/,NHS England to invest in building the right support for people with a learning disability,2017-06-20,learning-disability
https://www.england.nhs.uk/2017/06/heat-health-watch-alert-8/,Heat-health watch alert: level 3 – heatwave action,2017-06-19,heat-alert
https://www.england.nhs.uk/2017/06/heat-health-watch-alert-7/,Heat-health watch alert: level 3 – heatwave action,2017-06-18,heat-alert
https://www.england.nhs.uk/2017/06/heat-health-watch-alert-6/,Heat-health watch alert: level 2 – alert and readiness,2017-06-16,heat-alert
https://www.england.nhs.uk/2017/06/dpp-wave-2/,New parts of the country set to benefit from expansion of diabetes prevention programme,2017-06-16,diabetes
https://www.england.nhs.uk/2017/06/nhs-moves-to-end-fractured-care-system/,NHS moves to end “fractured” care system,2017-06-15,"new-care-models,patient-care,stp,vanguards"
https://www.england.nhs.uk/2017/06/breast-cancer-drug-routinely-available-on-the-nhs/,NHS England strikes deal to make innovative breast cancer drug routinely available on the NHS,2017-06-15,cancer
https://www.england.nhs.uk/2017/06/type-2-diabetes-prevention-programme/,Type 2 diabetes prevention programme,2017-06-14,diabetes
https://www.england.nhs.uk/2017/06/chief-nurse-statement-following-confirmation-of-death-of-kirsty-boden/,Chief Nurse statement following confirmation of death of Kirsty Boden,2017-06-06,eprr
https://www.england.nhs.uk/2017/06/london-attack-june-4-2017-nhs-england-update/,"Operational note: London attack – June 4, 2017, NHS England update",2017-06-05,eprr
https://www.england.nhs.uk/2017/05/videos-of-the-nhs-england-board-meeting-25-may-2017/,Videos of the NHS England Board meeting – 25 May 2017,2017-05-31,board-meeting
https://www.england.nhs.uk/2017/05/information-to-support-people-affected-by-the-terror-attack-in-manchester/,NHS publishes information to support people affected by the terror attack in Manchester,2017-05-31,"eprr,patient-care"
https://www.england.nhs.uk/2017/05/board-meeting-may-2017/,NHS England Board meeting – 25 May 2017,2017-05-23,board-meeting
https://www.england.nhs.uk/2017/05/cyber-attack-updated-statement/,Cyber attack – updated statement and background information from NHS England,2017-05-16,digital
https://www.england.nhs.uk/2017/05/cyber-attack-updated-statement-and-background-information/,Cyber attack – updated statement and background information from NHS England on hospital and GP services,2017-05-16,digital
https://www.england.nhs.uk/2017/05/latest-guidance-for-the-nhs-on-protecting-against-cyber-attack/,Latest guidance for the NHS on protecting against cyber attack,2017-05-14,"digital,gp"
https://www.england.nhs.uk/2017/05/nhs-england-statement-on-reported-nhs-cyber-attack/,NHS England statement on reported NHS cyber attack,2017-05-12,digital
https://www.england.nhs.uk/2017/05/statement-on-reported-nhs-cyber-attack/,Statement on reported NHS cyber attack,2017-05-12,digital
https://www.england.nhs.uk/2017/04/nhs-and-leading-suppliers-join-forces-to-cut-sugary-drinks/,NHS and leading suppliers join forces to cut sugary drinks,2017-04-21,"diabetes,obesity"
https://www.england.nhs.uk/2017/04/report-sets-out-progress-on-race-equality-standards-for-all-nhs-trusts-in-england/,Report sets out progress on race equality standards for all NHS trusts in England,2017-04-19,"equality-diversity,workforce"
https://www.england.nhs.uk/2017/04/mental-health-patients-set-to-benefit-from-pioneering-new-digital-services/,Mental health patients set to benefit from pioneering new digital services,2017-04-12,"digital,innovation,mental-health"
https://www.england.nhs.uk/2017/04/up-to-six-million-people-set-to-benefit-from-more-clinical-pharmacists-in-gp-surgeries/,Up to six million people set to benefit from more clinical pharmacists in GP surgeries,2017-04-12,"gp,pharmacy"
https://www.england.nhs.uk/2017/04/stroke-patients-in-england-set-to-receive-revolutionary-new-treatment/,Stroke patients in England set to receive revolutionary new treatment,2017-04-11,"comm,patient-care,stroke"
https://www.england.nhs.uk/2017/04/board-vids-300317/,Videos of the NHS England Board meeting – 30 March 2017,2017-04-07,board-meeting
https://www.england.nhs.uk/2017/04/principia-vanguard-reduces-ae-attendances-by-29-per-cent-for-care-home-residents/,Principia vanguard reduces A&E attendances by 29 per cent for care home residents,2017-04-06,"new-care-models,vanguards"
https://www.england.nhs.uk/2017/04/sir-bruce-keogh-announces-retirement-from-nhs-england-to-chair-womens-and-childrens-nhs-trust/,Sir Bruce Keogh announces retirement from NHS England to chair Women and Children’s NHS Trust,2017-04-06,about-us
https://www.england.nhs.uk/2017/04/chief-pharmaceutical-officer-announces-third-clinical-fellowship-scheme/,Chief Pharmaceutical Officer announces third Clinical Fellowship Scheme,2017-04-04,"pharmacy,primary-care"
https://www.england.nhs.uk/2017/04/chief-allied-health-professions-officer-extends-her-remit-to-two-additional-professions/,Chief Allied Health Professions Officer extends her remit to two additional professions,2017-04-03,"ahp,workforce"
https://www.england.nhs.uk/2017/04/next-steps-on-the-nhs-five-year-forward-view-veterans/,"Next steps on the NHS Five Year Forward View:  17,500 forces veterans and service personnel to benefit from £9m investment in new and improved NHS mental health services",2017-04-01,"armed-forces,fyfv,mental-health"
https://www.england.nhs.uk/2017/03/new-parents-in-london-to-benefit-from-online-redbook/,Next steps on the Five Year Forward View: New parents in London to benefit from online Redbook,2017-03-31,"digital,fyfv,maternity"
https://www.england.nhs.uk/2017/03/next-steps-on-the-five-year-forward-view/,Next steps on the NHS Five Year Forward View: NHS sets out action to deliver NHS care fit for the future,2017-03-31,"fyfv,stp"
https://www.england.nhs.uk/2017/03/nhs-acts-to-cut-inappropriate-out-of-area-placements-for-children-and-young-people-in-mental-health-crisis/,Next steps on the NHS Five Year Forward View: NHS acts to cut inappropriate out of area placements for children and young people in mental health crisis,2017-03-31,"cyp,fyfv,maternity,mental-health"
https://www.england.nhs.uk/2017/03/next-steps-on-the-nhs-five-year-forward-view-cancer/,"Next steps on the NHS Five Year Forward View: NHS action to prevent, diagnose and treat cancer means 5,000 more lives to be saved within two years",2017-03-31,"cancer,fyfv,innovation"
https://www.england.nhs.uk/2017/03/englands-chief-nurse-announces-nurse-first-to-attract-the-best-and-brightest-graduates-to-nursing/,Next steps on the NHS Five Year Forward View: England’s Chief Nurse announces ‘Nurse First’ to attract the best and brightest graduates to nursing,2017-03-31,"fyfv,nursing-midwifery-care,workforce"
https://www.england.nhs.uk/2017/03/nhs-england-takes-next-steps-towards-the-future-of-primary-care/,Next steps on the NHS Five Year Forward View: NHS England takes next steps towards the future of primary care,2017-03-31,"fyfv,gp,primary-care"
https://www.england.nhs.uk/2017/03/live-stream-nhs-england-board-meeting/,Watch the live stream of NHS England’s Board meeting,2017-03-29,board-meeting
https://www.england.nhs.uk/2017/03/board-meeting-30-march-2017/,NHS England Board meeting – 30 March 2017,2017-03-28,board-meeting
https://www.england.nhs.uk/2017/03/modernisation-of-north-west-learning-disability-services-to-improve-care-for-patients/,Modernisation of North West learning disability services to improve care for patients and see closure of Calderstones Learning Disability Hospital,2017-03-28,learning-disability
https://www.england.nhs.uk/2017/03/guidance-on-low-value-prescription-items/,NHS England to issue new guidance on low value prescription items,2017-03-28,"comm,efficiencies,medicine"
https://www.england.nhs.uk/2017/03/awards-spotlight-nhs-improvement-projects-driven-by-patient-feedback/,Awards spotlight NHS improvement projects driven by patient feedback,2017-03-21,"fft,patient-care,primary-care"
https://www.england.nhs.uk/2017/03/nhs-to-notify-heart-surgery-patients-of-small-risk-of-infection-caused-by-heater-cooler-units/,NHS to notify heart surgery patients of small risk of infection caused by heater cooler units,2017-03-21,"heart-disease,psa"
https://www.england.nhs.uk/2017/03/winning-projects-latest-round-maternity-challenge-fund/,Winning projects announced for latest round of Maternity Challenge Fund,2017-03-16,"innovation,maternity"
https://www.england.nhs.uk/2017/03/gp-support-ideminity-costs/,NHS England extends support for GPs on rising indemnity costs,2017-03-14,gp
https://www.england.nhs.uk/2017/03/cno-looks-to-the-future/,England’s Chief Nurse looks to the future,2017-03-14,nursing-midwifery-care
https://www.england.nhs.uk/2017/03/womens-fellowship-scheme/,NHS England calls for applications from female healthcare scientists to apply for fellowship scheme,2017-03-08,"equality-diversity,healthcare-science"
https://www.england.nhs.uk/2017/03/staff-survey/,NHS England publishes latest staff survey results,2017-03-07,workforce
https://www.england.nhs.uk/2017/03/knowledge-transfer-partnership/,Knowledge Transfer Partnership announced at CSO Conference ‘Bringing Science and Innovation to the Heart of the NHS’,2017-03-07,"healthcare-science,innovation"
https://www.england.nhs.uk/2017/03/world-hearing-day/,NHS England marks World Hearing Day,2017-03-03,"comm,hearing-loss"
https://www.england.nhs.uk/2017/03/cold-weather-alert-53/,Cold weather alert: level 1 – winter preparedness and action,2017-03-03,winter-news
https://www.england.nhs.uk/2017/03/new-patient-care-test/,New patient care test for hospital bed closures,2017-03-03,patient-care
https://www.england.nhs.uk/2017/03/cold-weather-alert-52/,Cold weather alert: level 2 – alert and readiness,2017-03-01,winter-news
https://www.england.nhs.uk/2017/02/cold-weather-alert-51/,Cold weather alert: level 2 – alert and readiness,2017-02-27,winter-news
https://www.england.nhs.uk/2017/02/rare-conditions-new-treatments/,Patients with rare conditions to benefit from new treatments,2017-02-24,"comm,patient-care,specialised-commissioning"
https://www.england.nhs.uk/2017/02/cold-weather-alert-50/,Cold weather alert: level 1 – winter preparedness and action,2017-02-24,winter-news
https://www.england.nhs.uk/2017/02/new-care-models/,Spreading new care models,2017-02-23,new-care-models
https://www.england.nhs.uk/2017/02/cold-weather-alert-49/,Cold weather alert: level 2 – alert and readiness,2017-02-21,winter-news
https://www.england.nhs.uk/2017/02/board-vids-090217/,Videos of the NHS England Board meeting – 9 February 2017,2017-02-16,board-meeting
https://www.england.nhs.uk/2017/02/cold-weather-alert-48/,Cold weather alert: level 1 – winter preparedness and action,2017-02-14,winter-news
https://www.england.nhs.uk/2017/02/cold-weather-alert-47/,Cold weather alert: level 2 – alert and readiness,2017-02-13,winter-news
https://www.england.nhs.uk/2017/02/nhs-england-supports-development-of-it-solutions-for-personalised-care/,NHS England supports development of IT solutions for personalised care,2017-02-10,"phb,ipc"
https://www.england.nhs.uk/2017/02/coi-guidelines/,NHS England publish new guidelines on tackling conflicts of interest,2017-02-09,governance
https://www.england.nhs.uk/2017/02/chd-consultation/,Consultation launched to ensure excellent care for patients with congenital heart disease,2017-02-09,"heart-disease,patient-care"
https://www.england.nhs.uk/2017/02/live-stream-9-feb/,Watch the live stream of NHS England’s Board meeting,2017-02-08,board-meeting
https://www.england.nhs.uk/2017/02/recruitment-members-acra/,Recruitment of new members to the Advisory Committee on Resource Allocation (ACRA),2017-02-08,comm
https://www.england.nhs.uk/2017/02/cold-weather-alert-46/,Current alert level: level 3 – cold weather action,2017-02-08,winter-news
https://www.england.nhs.uk/2017/02/board-meet-6-february-2017/,Board meeting – 9 February 2017,2017-02-08,board-meeting
https://www.england.nhs.uk/2017/02/gp-contract-17-18/,"NHS England, Government and BMA agree new GP contract for 2017/18",2017-02-07,gp
https://www.england.nhs.uk/2017/02/cold-weather-alert-45/,Cold weather alert – current alert level: Level 2,2017-02-06,winter-news
https://www.england.nhs.uk/2017/01/cold-weather-alert-44/,Cold weather alert – current alert level: level 1,2017-01-31,winter-news
https://www.england.nhs.uk/2017/01/accessing-care/,NHS England launches new measures to help GPs and patients access the care they need,2017-01-30,gp
https://www.england.nhs.uk/2017/01/cold-weather-alert-43/,Cold weather alert – current alert level: level 2,2017-01-29,winter-news
https://www.england.nhs.uk/2017/01/cold-weather-alert-42/,Cold weather alert – current alert level: level 3,2017-01-27,winter-news
https://www.england.nhs.uk/2017/01/cold-weather-alert-current-alert-level-level-3/,Cold weather alert – current alert level: Level 3,2017-01-25,winter-news
https://www.england.nhs.uk/2017/01/cold-weather-alert-41/,Cold weather alert – current alert level: Level 3,2017-01-23,winter-news
https://www.england.nhs.uk/2017/01/cold-weather-alert-40/,Cold weather alert – current alert level: Level 3,2017-01-19,winter-news
https://www.england.nhs.uk/2017/01/cold-weather-alert-39/,Cold weather alert – current alert level: Level 2,2017-01-18,winter-news
https://www.england.nhs.uk/2017/01/ahps-into-action/,Allied Health Professions join forces to help shape future healthcare,2017-01-17,ahp
https://www.england.nhs.uk/2017/01/cold-weather-alert-38/,Cold weather alert – current alert level: Level 2,2017-01-16,winter-news
